profile_name;group_size;friend_count;friends_target;friends_miss;active_period;active_period_month;posts_per_month;used_grp_key_cnt;grp_memberships;size_keys_file_kb
whitemeercat539;27;258;258;0;11 years 10 month 20 days;142;3.5211267605633805;172;0 0 0 0 20 15 20 20 20 20 20 20 5 20 20 20 20 20 20 13 20 20 20 20 20 20 10;919
brownpeacock836;22;391;391;0;10 years 1 month 10 days;121;4.132231404958677;110;0 0 20 20 20 20 20 20 20 20 20 13 20 20 20 20 20 20 20 20 20 18;745
beautifulcat550;18;334;334;0;9 years 8 month 12 days;116;4.310344827586207;72;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 14;532
bluetiger233;19;315;315;0;8 years 1 month 5 days;97;5.154639175257732;75;0 0 20 20 20 20 20 20 20 20 6 20 20 20 20 20 20 20 9;459
ticklishfish980;23;196;196;0;10 years 11 month 6 days;131;3.816793893129771;167;0 0 0 0 20 7 20 20 20 20 20 2 20 20 20 20 20 7 20 20 20 20 15;836
ticklishmeercat810;28;283;283;0;12 years 0 month 15 days;144;3.4722222222222223;180;0 0 0 0 20 18 20 20 20 20 20 20 15 20 20 20 20 20 20 20 16 20 20 20 20 20 20 6;1017
tinybear996;15;247;247;0;10 years 3 month 8 days;123;4.065040650406504;94;0 0 20 20 20 20 20 18 20 20 20 20 20 20 9;523
silverdog292;14;232;232;0;11 years 2 month 10 days;134;3.7313432835820897;103;0 0 20 20 20 20 20 16 20 20 20 20 20 16;552
tinybutterfly726;17;273;273;0;8 years 3 month 3 days;99;5.05050505050505;76;0 0 20 20 20 20 20 20 10 20 20 20 20 20 20 20 3;443
redwolf404;33;329;329;0;10 years 1 month 2 days;121;4.132231404958677;174;0 0 0 0 20 20 5 20 20 20 20 20 20 20 16 20 20 20 20 20 20 20 20 2 20 20 20 20 20 20 20 20 5;994
goldenmeercat112;16;275;275;0;8 years 7 month 13 days;103;4.854368932038835;75;0 0 20 20 20 20 20 20 20 16 20 20 20 20 20 19;461
ticklishbear193;26;333;333;0;12 years 11 month 20 days;155;3.225806451612903;153;0 0 0 20 20 20 9 20 20 20 20 20 20 20 20 20 1 20 20 20 20 20 20 20 20 14;896
blacktiger811;22;292;292;0;12 years 7 month 3 days;151;3.3112582781456954;154;0 0 0 20 20 19 20 20 20 20 20 20 20 14 20 20 20 20 20 20 20 16;843
bluecat645;30;280;280;0;9 years 2 month 14 days;110;4.545454545454546;127;0 0 0 0 20 19 20 20 20 20 20 20 20 5 20 20 20 20 20 20 20 2 20 20 20 20 20 20 20 2;686
whitetiger870;18;222;222;0;12 years 2 month 10 days;146;3.4246575342465753;119;0 0 0 20 20 11 20 20 20 20 20 8 20 20 20 20 20 17;618
purplemouse520;17;284;284;0;10 years 0 month 20 days;120;4.166666666666667;97;0 0 20 20 20 20 20 20 16 20 20 20 20 20 20 20 8;575
greenduck437;31;320;320;0;13 years 4 month 14 days;160;3.125;203;0 0 0 0 20 19 20 20 20 20 20 20 20 20 1 20 20 20 20 20 20 20 6 20 20 20 20 20 20 20 20;1128
heavygoose368;18;297;297;0;12 years 3 month 25 days;147;3.401360544217687;116;0 0 20 20 20 20 20 20 20 20 4 20 20 20 20 20 20 13;666
lazytiger932;33;443;443;0;7 years 9 month 18 days;93;5.376344086021505;108;0 0 0 20 20 20 20 11 20 20 20 20 20 20 20 20 20 20 20 20 5 20 20 20 20 20 20 20 20 20 20 20 7;706
bigtiger369;16;298;298;0;12 years 1 month 6 days;145;3.4482758620689653;94;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 18;646
beautifulbear316;19;347;347;0;9 years 10 month 3 days;118;4.237288135593221;75;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 7;560
crazybutterfly703;20;350;350;0;10 years 8 month 15 days;128;3.90625;113;0 0 20 20 20 20 20 20 20 20 16 20 20 20 20 20 20 20 20 14;719
whitegorilla401;23;311;311;0;11 years 4 month 19 days;136;3.676470588235294;140;0 0 0 20 20 20 20 8 20 20 20 20 20 20 20 20 20 20 20 20 20 20 15;803
organicmeercat144;18;307;307;0;9 years 3 month 13 days;111;4.504504504504505;87;0 0 20 20 20 20 20 20 20 12 20 20 20 20 20 20 20 15;505
yellowfish239;25;339;339;0;9 years 11 month 17 days;119;4.201680672268908;133;0 0 0 20 20 20 20 12 20 20 20 20 20 20 20 6 20 20 20 20 20 20 20 20 12;780
ticklishmeercat118;16;202;202;0;13 years 11 month 18 days;167;2.9940119760479043;135;0 0 0 20 20 20 20 20 20 20 18 20 20 20 20 15;698
sadzebra702;14;223;223;0;9 years 9 month 19 days;117;4.273504273504273;75;0 0 20 20 20 20 20 20 20 20 20 20 20 3;404
organicmouse607;26;362;362;0;12 years 3 month 21 days;147;3.401360544217687;149;0 0 0 20 20 20 20 20 20 20 20 20 20 20 20 20 19 20 20 20 20 20 20 20 20 9;904
orangebutterfly412;16;264;264;0;8 years 4 month 29 days;100;5.0;76;0 0 20 20 20 20 20 20 18 20 20 20 20 20 20 6;431
heavymeercat736;17;288;288;0;8 years 9 month 26 days;105;4.761904761904762;78;0 0 20 20 20 20 20 20 20 14 20 20 20 20 20 20 14;468
happymeercat791;19;328;328;0;14 years 4 month 11 days;172;2.9069767441860463;124;0 0 20 20 20 20 20 20 20 20 17 20 20 20 20 20 20 20 11;752
blackpanda280;14;221;221;0;8 years 10 month 26 days;106;4.716981132075472;76;0 0 20 20 20 20 18 20 20 20 20 20 20 3;391
orangebutterfly467;15;275;275;0;12 years 7 month 11 days;151;3.3112582781456954;99;0 20 20 20 20 20 20 20 20 20 20 20 20 20 15;688
brownbird520;20;325;325;0;9 years 7 month 16 days;115;4.3478260869565215;88;0 0 20 20 20 20 20 20 20 20 3 20 20 20 20 20 20 20 20 2;515
bluedog199;16;275;275;0;10 years 10 month 12 days;130;3.8461538461538463;108;0 0 20 20 20 20 20 20 16 20 20 20 20 20 20 19;611
greenkoala958;19;245;245;0;12 years 3 month 29 days;147;3.401360544217687;129;0 0 0 20 20 20 9 20 20 20 20 20 18 20 20 20 20 20 11;665
happypeacock112;20;256;256;0;17 years 0 month 2 days;204;2.450980392156863;182;0 0 0 20 20 16 20 20 20 20 20 20 9 20 20 20 20 20 20 7;944
happygoose757;31;309;309;0;10 years 1 month 27 days;121;4.132231404958677;175;0 0 0 0 20 20 3 20 20 20 20 20 20 20 14 20 20 20 20 20 20 20 13 20 20 20 20 20 20 20 14;995
lazygorilla567;14;217;217;0;8 years 5 month 8 days;101;4.9504950495049505;71;0 0 20 20 20 20 20 5 20 20 20 20 20 12;386
sadfrog704;34;338;338;0;12 years 5 month 13 days;149;3.3557046979865772;199;0 0 0 0 20 20 1 20 20 20 20 20 20 20 20 11 20 20 20 20 20 20 20 20 13 20 20 20 20 20 20 20 20 17;1130
greenduck460;18;226;226;0;12 years 4 month 20 days;148;3.3783783783783785;129;0 0 0 20 20 13 20 20 20 20 20 12 20 20 20 20 20 19;654
angryswan340;19;321;321;0;8 years 8 month 11 days;104;4.8076923076923075;82;0 0 20 20 20 20 20 20 20 20 1 20 20 20 20 20 20 20 20;493
happybird662;27;356;356;0;9 years 4 month 5 days;112;4.464285714285714;104;0 0 0 20 20 20 20 10 20 20 20 20 20 20 20 20 20 4 20 20 20 20 20 20 20 20 8;613
bluetiger367;22;267;267;0;12 years 11 month 27 days;155;3.225806451612903;152;0 0 0 20 20 20 3 20 20 20 20 20 20 14 20 20 20 20 20 20 20 8;824
beautifultiger844;27;242;242;0;10 years 9 month 0 days;129;3.875968992248062;159;0 0 0 0 20 4 20 20 20 20 20 20 2 20 20 20 20 20 20 5 20 20 20 20 20 20 15;869
beautifulwolf652;28;279;279;0;10 years 4 month 11 days;124;4.032258064516129;161;0 0 0 0 20 19 20 20 20 20 20 20 20 3 20 20 20 20 20 20 18 20 20 20 20 20 20 1;912
yellowfrog476;15;231;231;0;13 years 11 month 26 days;167;2.9940119760479043;107;0 0 20 20 20 20 20 5 20 20 20 20 20 20 6;560
lazypanda423;19;335;335;0;9 years 0 month 0 days;108;4.62962962962963;80;0 0 20 20 20 20 20 20 20 18 20 20 20 20 20 20 20 20 17;500
sadtiger163;18;310;310;0;11 years 4 month 28 days;136;3.676470588235294;109;0 0 20 20 20 20 20 20 20 16 20 20 20 20 20 20 20 14;650
goldenlion266;14;216;216;0;15 years 5 month 13 days;185;2.7027027027027026;128;0 0 20 20 20 20 20 9 20 20 20 20 20 7;649
smallbird490;20;334;334;0;9 years 9 month 21 days;117;4.273504273504273;109;0 0 20 20 20 20 20 20 20 20 3 20 20 20 20 20 20 20 20 11;672
sadleopard620;15;236;236;0;14 years 5 month 11 days;173;2.8901734104046244;107;0 0 20 20 20 20 20 11 20 20 20 20 20 20 5;581
ticklishfrog522;25;333;333;0;10 years 3 month 3 days;123;4.065040650406504;126;0 0 0 20 20 20 20 11 20 20 20 20 20 20 20 8 20 20 20 20 20 20 20 20 5;756
smallcat851;18;310;310;0;10 years 5 month 7 days;125;4.0;107;0 0 20 20 20 20 20 20 20 16 20 20 20 20 20 20 20 14;647
reddog806;15;237;237;0;13 years 1 month 6 days;157;3.1847133757961785;111;0 0 20 20 20 20 20 7 20 20 20 20 20 20 10;571
orangewolf950;17;316;316;0;9 years 5 month 22 days;113;4.424778761061947;74;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 16;529
crazywolf584;22;375;375;0;10 years 1 month 18 days;121;4.132231404958677;114;0 0 20 20 20 20 20 20 20 20 20 6 20 20 20 20 20 20 20 20 20 9;720
lazymeercat318;22;293;293;0;11 years 6 month 16 days;138;3.6231884057971016;134;0 0 0 20 20 20 18 20 20 20 20 20 20 20 4 20 20 20 20 20 20 19;766
lazyfrog169;26;343;343;0;8 years 10 month 22 days;106;4.716981132075472;103;0 0 0 20 20 20 20 3 20 20 20 20 20 20 20 20 17 20 20 20 20 20 20 20 20 16;613
ticklishlion679;17;311;311;0;12 years 10 month 27 days;154;3.2467532467532467;101;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 11;716
bluebear883;14;213;213;0;9 years 4 month 16 days;112;4.464285714285714;76;0 0 20 20 20 20 20 5 20 20 20 20 20 8;386
yellowleopard779;22;275;275;0;8 years 10 month 17 days;106;4.716981132075472;106;0 0 0 20 20 20 2 20 20 20 20 20 20 20 20 20 20 20 20 20 20 1;588
silvergoose603;30;298;298;0;11 years 11 month 23 days;143;3.4965034965034967;190;0 0 0 0 20 14 20 20 20 20 20 20 20 13 20 20 20 20 20 20 18 20 20 20 20 20 20 20 20 1;1077
bigcat834;21;262;262;0;13 years 2 month 15 days;158;3.1645569620253164;137;0 0 0 20 20 20 14 20 20 20 20 20 20 11 20 20 20 20 20 20 1;716
silverswan114;20;330;330;0;9 years 10 month 18 days;118;4.237288135593221;110;0 0 20 20 20 20 20 20 20 20 4 20 20 20 20 20 20 20 20 6;663
silvercat920;14;219;219;0;10 years 5 month 26 days;125;4.0;90;0 0 20 20 20 20 20 12 20 20 20 20 20 7;473
heavykoala849;20;345;345;0;11 years 0 month 14 days;132;3.787878787878788;119;0 0 20 20 20 20 20 20 20 20 15 20 20 20 20 20 20 20 20 10;726
smallleopard596;25;323;323;0;11 years 0 month 11 days;132;3.787878787878788;143;0 0 0 20 20 20 11 20 20 20 20 20 20 20 20 11 20 20 20 20 20 20 20 20 16;858
angrylion350;21;193;193;0;18 years 6 month 10 days;222;2.2522522522522523;223;0 0 0 0 20 2 20 20 20 20 17 20 20 20 20 7 20 20 20 20 20;1068
orangefrog187;19;310;310;0;10 years 5 month 0 days;125;4.0;108;0 0 20 20 20 20 20 20 20 20 3 20 20 20 20 20 20 20 7;627
goldendog889;23;393;393;0;13 years 1 month 18 days;157;3.1847133757961785;129;0 0 20 20 20 20 20 20 20 20 20 20 8 20 20 20 20 20 20 20 20 20 5;822
happybutterfly956;21;262;262;0;12 years 7 month 12 days;151;3.3112582781456954;134;0 0 0 20 20 20 20 20 20 20 20 20 7 20 20 20 20 20 20 20 1;751
angrybutterfly233;26;356;356;0;11 years 3 month 5 days;135;3.7037037037037037;154;0 0 0 20 20 20 15 20 20 20 20 20 20 20 20 16 20 20 20 20 20 20 20 20 20 20;968
silverpanda601;21;267;267;0;8 years 4 month 16 days;100;5.0;100;0 0 0 20 20 20 12 20 20 20 20 20 20 12 20 20 20 20 20 20 17;550
greenmouse598;19;236;236;0;12 years 6 month 12 days;150;3.3333333333333335;137;0 0 0 20 20 12 20 20 20 20 20 20 4 20 20 20 20 20 19;697
heavybutterfly557;17;287;287;0;13 years 6 month 20 days;162;3.0864197530864197;124;0 0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 7;721
sadgoose916;15;251;251;0;10 years 3 month 26 days;123;4.065040650406504;94;0 0 20 20 20 20 20 20 11 20 20 20 20 20 20;516
bluefish166;26;349;349;0;10 years 0 month 12 days;120;4.166666666666667;135;0 0 0 20 20 20 20 13 20 20 20 20 20 20 20 20 2 20 20 20 20 20 20 20 20 11;782
yellowmouse237;42;436;436;0;13 years 2 month 9 days;158;3.1645569620253164;220;0 0 0 0 20 20 18 20 20 20 20 20 20 20 20 20 20 6 20 20 20 20 20 20 20 20 20 20 20 3 20 20 20 20 20 20 20 20 20 20 20 4;1389
angryzebra505;22;376;376;0;8 years 10 month 0 days;106;4.716981132075472;91;0 0 20 20 20 20 20 20 20 20 20 12 20 20 20 20 20 20 20 20 20 4;575
crazybutterfly227;25;245;245;0;15 years 6 month 11 days;186;2.6881720430107525;222;0 0 0 0 20 9 20 20 20 20 20 19 20 20 20 20 20 20 3 20 20 20 20 20 11;1172
lazyostrich649;21;381;381;0;12 years 1 month 21 days;145;3.4482758620689653;102;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 1;758
smallswan963;13;204;204;0;10 years 2 month 10 days;122;4.098360655737705;84;0 0 20 20 20 20 20 4 20 20 20 20 20;447
smallfrog411;15;245;245;0;10 years 4 month 28 days;124;4.032258064516129;95;0 0 20 20 20 20 20 20 17 20 20 20 20 20 8;539
heavybird151;20;339;339;0;11 years 7 month 13 days;139;3.597122302158273;124;0 0 20 20 20 20 20 20 20 11 20 20 20 20 20 20 20 20 20 8;742
angryrabbit551;16;252;252;0;14 years 6 month 16 days;174;2.8735632183908044;117;0 0 20 20 20 20 20 20 10 20 20 20 20 20 20 2;643
whiteswan472;27;366;366;0;9 years 0 month 28 days;108;4.62962962962963;106;0 0 0 20 20 20 20 6 20 20 20 20 20 20 20 20 16 20 20 20 20 20 20 20 20 20 9;619
heavybird434;28;378;378;0;8 years 10 month 17 days;106;4.716981132075472;111;0 0 0 20 20 20 20 7 20 20 20 20 20 20 20 20 20 1 20 20 20 20 20 20 20 20 20 15;679
sadleopard832;19;335;335;0;11 years 7 month 16 days;139;3.597122302158273;106;0 0 20 20 20 20 20 20 20 20 15 20 20 20 20 20 20 20 20;665
greenpeacock863;12;213;213;0;9 years 11 month 7 days;119;4.201680672268908;72;0 20 20 20 20 20 20 20 20 20 20 13;468
heavycat951;21;265;265;0;12 years 8 month 2 days;152;3.289473684210526;134;0 0 0 20 20 20 10 20 20 20 20 20 20 16 20 20 20 20 20 20 13;718
smallrabbit597;26;338;338;0;10 years 1 month 27 days;121;4.132231404958677;125;0 0 0 20 20 20 20 7 20 20 20 20 20 20 20 20 4 20 20 20 20 20 20 20 20 4;741
sadkoala743;27;364;364;0;11 years 4 month 16 days;136;3.676470588235294;144;0 0 0 20 20 20 20 4 20 20 20 20 20 20 20 20 20 6 20 20 20 20 20 20 20 20 17;857
happyostrich360;28;359;359;0;10 years 0 month 29 days;120;4.166666666666667;147;0 0 0 20 20 20 20 4 20 20 20 20 20 20 20 20 20 7 20 20 20 20 20 20 20 20 20 6;870
goldenduck554;14;232;232;0;9 years 5 month 23 days;113;4.424778761061947;73;0 0 20 20 20 20 20 15 20 20 20 20 20 17;402
angryfrog419;15;252;252;0;9 years 11 month 12 days;119;4.201680672268908;91;0 0 20 20 20 20 20 20 19 20 20 20 20 20 13;517
orangewolf852;25;311;311;0;9 years 8 month 10 days;116;4.310344827586207;106;0 0 0 20 20 20 20 3 20 20 20 20 20 20 20 3 20 20 20 20 20 20 20 20 4;609
lazydog594;23;300;300;0;10 years 2 month 15 days;122;4.098360655737705;118;0 0 0 20 20 20 16 20 20 20 20 20 20 20 2 20 20 20 20 20 20 20 9;677
smallostrich889;17;308;308;0;12 years 0 month 12 days;144;3.4722222222222223;98;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 8;692
smalldog991;21;265;265;0;16 years 0 month 12 days;192;2.6041666666666665;192;0 0 0 20 20 12 20 20 20 20 20 20 20 4 20 20 20 20 20 20 18;1006
goldentiger644;23;202;202;0;9 years 6 month 16 days;114;4.385964912280702;128;0 0 0 0 20 5 20 20 20 20 6 20 20 20 20 20 10 20 20 20 20 20 5;617
tinysnake497;16;261;261;0;10 years 10 month 18 days;130;3.8461538461538463;106;0 0 20 20 20 20 20 20 8 20 20 20 20 20 20 13;575
bigbird702;22;279;279;0;9 years 7 month 22 days;115;4.3478260869565215;104;0 0 0 20 20 20 10 20 20 20 20 20 20 19 20 20 20 20 20 20 20 1;542
organicleopard347;30;296;296;0;10 years 10 month 11 days;130;3.8461538461538463;173;0 0 0 0 20 4 20 20 20 20 20 20 20 13 20 20 20 20 20 20 20 18 20 20 20 20 20 20 20 16;1007
goldenbutterfly864;17;282;282;0;8 years 10 month 19 days;106;4.716981132075472;80;0 0 20 20 20 20 20 20 17 20 20 20 20 20 20 20 5;485
goldencat141;18;305;305;0;10 years 6 month 15 days;126;3.9682539682539684;106;0 0 20 20 20 20 20 20 20 20 5 20 20 20 20 20 20 20;619
bluemeercat175;23;285;285;0;11 years 1 month 22 days;133;3.7593984962406015;146;0 0 0 20 20 20 20 1 20 20 20 20 20 20 20 7 20 20 20 20 20 20 4;795
crazyladybug776;24;317;317;0;14 years 8 month 29 days;176;2.840909090909091;166;0 0 0 20 20 20 20 6 20 20 20 20 20 20 20 11 20 20 20 20 20 20 20 11;907
purplepeacock708;18;285;285;0;9 years 8 month 9 days;116;4.310344827586207;81;0 0 20 20 20 20 20 20 20 3 20 20 20 20 20 20 20 2;485
blacklion146;24;310;310;0;10 years 8 month 14 days;128;3.90625;134;0 0 0 20 20 20 20 14 20 20 20 20 20 20 20 3 20 20 20 20 20 20 20 8;769
redfish394;41;436;436;0;12 years 11 month 6 days;155;3.225806451612903;223;0 0 0 0 20 20 20 5 20 20 20 20 20 20 20 20 20 20 10 20 20 20 20 20 20 20 20 20 20 4 20 20 20 20 20 20 20 20 20 20 11;1352
sadcat221;27;264;264;0;11 years 2 month 21 days;134;3.7313432835820897;175;0 0 0 0 20 10 20 20 20 20 20 20 8 20 20 20 20 20 20 10 20 20 20 20 20 20 5;893
goldentiger858;22;371;371;0;14 years 9 month 7 days;177;2.824858757062147;134;0 0 20 20 20 20 20 20 20 20 20 20 2 20 20 20 20 20 20 20 20 9;829
organictiger377;20;345;345;0;11 years 9 month 11 days;141;3.5460992907801416;115;0 0 20 20 20 20 20 20 20 20 18 20 20 20 20 20 20 20 20 7;731
goldenwolf486;30;418;418;0;10 years 0 month 29 days;120;4.166666666666667;155;0 0 0 20 20 20 20 20 14 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 6;965
greenmouse833;27;260;260;0;13 years 0 month 6 days;156;3.2051282051282053;191;0 0 0 0 20 6 20 20 20 20 20 20 17 20 20 20 20 20 20 7 20 20 20 20 20 20 2;975
bluepanda401;17;295;295;0;13 years 7 month 5 days;163;3.067484662576687;120;0 0 20 20 20 20 20 20 15 20 20 20 20 20 20 20 20;673
ticklishrabbit384;15;252;252;0;11 years 4 month 29 days;136;3.676470588235294;99;0 0 20 20 20 20 20 20 19 20 20 20 20 20 13;571
crazyleopard520;15;258;258;0;11 years 2 month 5 days;134;3.7313432835820897;100;0 0 20 20 20 20 20 19 20 20 20 20 20 20 19;578
sadzebra344;13;236;236;0;17 years 9 month 4 days;213;2.347417840375587;119;0 20 20 20 20 20 20 20 20 20 20 20 16;753
organicfish717;24;421;421;0;9 years 3 month 23 days;111;4.504504504504505;96;0 0 20 20 20 20 20 20 20 20 20 20 1 20 20 20 20 20 20 20 20 20 20 20;646
bigzebra798;28;274;274;0;11 years 4 month 6 days;136;3.676470588235294;159;0 0 0 0 20 20 20 20 20 20 20 20 20 1 20 20 20 20 20 20 1 20 20 20 20 20 20 20;873
smalldog141;18;297;297;0;10 years 5 month 10 days;125;4.0;100;0 0 20 20 20 20 20 20 20 9 20 20 20 20 20 20 20 8;580
blackladybug267;34;339;339;0;11 years 10 month 24 days;142;3.5211267605633805;189;0 0 0 0 20 20 5 20 20 20 20 20 20 20 20 13 20 20 20 20 20 20 20 20 4 20 20 20 20 20 20 20 20 12;1125
goldenpeacock891;25;330;330;0;11 years 3 month 1 days;135;3.7037037037037037;142;0 0 0 20 20 20 16 20 20 20 20 20 20 20 20 9 20 20 20 20 20 20 20 20 3;828
beautifulbutterfly934;16;300;300;0;12 years 0 month 8 days;144;3.4722222222222223;92;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20;686
orangebutterfly693;26;335;335;0;8 years 9 month 17 days;105;4.761904761904762;105;0 0 0 20 20 20 10 20 20 20 20 20 20 20 20 20 3 20 20 20 20 20 20 20 20 8;625
organickoala924;23;296;296;0;8 years 6 month 19 days;102;4.901960784313726;96;0 0 0 20 20 20 14 20 20 20 20 20 20 20 15 20 20 20 20 20 20 20 2;539
goldenfrog286;17;285;285;0;12 years 8 month 29 days;152;3.289473684210526;113;0 0 20 20 20 20 20 20 20 13 20 20 20 20 20 20 12;661
heavyduck871;15;278;278;0;11 years 2 month 23 days;134;3.7313432835820897;86;0 20 20 20 20 20 20 20 20 20 20 20 20 20 18;589
blackgoose532;29;394;394;0;9 years 8 month 9 days;116;4.310344827586207;116;0 0 0 20 20 20 20 3 20 20 20 20 20 20 20 20 20 19 20 20 20 20 20 20 20 20 20 20 6;723
sadgorilla885;16;261;261;0;8 years 2 month 20 days;98;5.1020408163265305;72;0 0 20 20 20 20 20 20 9 20 20 20 20 20 20 12;415
yellowfish324;21;367;367;0;9 years 7 month 0 days;115;4.3478260869565215;90;0 0 20 20 20 20 20 20 20 20 20 15 20 20 20 20 20 20 20 20 12;555
crazyzebra602;33;332;332;0;11 years 0 month 7 days;132;3.787878787878788;183;0 0 0 0 20 14 20 20 20 20 20 20 20 20 12 20 20 20 20 20 20 20 20 10 20 20 20 20 20 20 20 20 19;1088
blacktiger138;30;302;302;0;10 years 6 month 14 days;126;3.9682539682539684;176;0 0 0 0 20 20 20 20 20 20 20 20 20 6 20 20 20 20 20 20 19 20 20 20 20 20 20 20 20 2;1000
sadleopard266;29;291;291;0;7 years 9 month 21 days;93;5.376344086021505;115;0 0 0 0 20 20 2 20 20 20 20 20 20 20 2 20 20 20 20 20 20 10 20 20 20 20 20 20 16;647
silverswan491;15;193;193;0;11 years 1 month 9 days;133;3.7593984962406015;117;0 0 0 20 20 20 20 20 20 20 20 20 20 20 10;568
whitefish189;31;316;316;0;8 years 1 month 29 days;97;5.154639175257732;123;0 0 0 0 20 17 20 20 20 20 20 20 20 20 3 20 20 20 20 20 20 20 18 20 20 20 20 20 20 20 12;692
ticklishfish402;17;290;290;0;10 years 4 month 5 days;124;4.032258064516129;105;0 0 20 20 20 20 20 20 20 10 20 20 20 20 20 20 20;605
purplewolf216;25;336;336;0;8 years 7 month 27 days;103;4.854368932038835;105;0 0 0 20 20 20 20 8 20 20 20 20 20 20 20 11 20 20 20 20 20 20 20 20 11;607
greenmouse675;16;298;298;0;11 years 0 month 11 days;132;3.787878787878788;89;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 18;623
redtiger832;18;291;291;0;7 years 9 month 11 days;93;5.376344086021505;69;0 0 20 20 20 20 20 20 20 2 20 20 20 20 20 20 20 9;397
whitefish907;16;263;263;0;11 years 9 month 9 days;141;3.5460992907801416;104;0 0 20 20 20 20 20 11 20 20 20 20 20 20 20 12;584
blackpanda763;27;373;373;0;7 years 9 month 15 days;93;5.376344086021505;103;0 0 0 20 20 20 20 7 20 20 20 20 20 20 20 20 16 20 20 20 20 20 20 20 20 20 10;628
brownostrich331;13;206;206;0;9 years 3 month 5 days;111;4.504504504504505;66;0 0 20 20 20 20 20 7 20 20 20 20 19;362
silverdog189;20;343;343;0;11 years 11 month 17 days;143;3.4965034965034967;116;0 0 20 20 20 20 20 20 20 20 6 20 20 20 20 20 20 20 20 17;692
browncat982;29;276;276;0;18 years 2 month 20 days;218;2.293577981651376;231;0 0 0 0 20 20 2 20 20 20 20 20 20 20 1 20 20 20 20 20 20 14 20 20 20 20 20 20 4;1218
silvertiger920;26;259;259;0;11 years 0 month 22 days;132;3.787878787878788;174;0 0 0 0 20 17 20 20 20 20 20 16 20 20 20 20 20 20 4 20 20 20 20 20 20 15;940
beautifulfish599;12;187;187;0;7 years 9 month 6 days;93;5.376344086021505;63;0 0 20 20 20 20 20 13 20 20 20 14;333
crazyzebra305;31;310;310;0;13 years 7 month 7 days;163;3.067484662576687;200;0 0 0 0 20 13 20 20 20 20 20 20 20 4 20 20 20 20 20 20 20 16 20 20 20 20 20 20 20 20 4;1106
bluepanda419;23;293;293;0;10 years 3 month 13 days;123;4.065040650406504;125;0 0 0 20 20 20 20 4 20 20 20 20 20 20 1 20 20 20 20 20 20 20 3;690
brownkoala966;17;271;271;0;10 years 2 month 0 days;122;4.098360655737705;104;0 0 20 20 20 20 20 20 6 20 20 20 20 20 20 20 5;596
happykoala980;19;324;324;0;15 years 7 month 22 days;187;2.6737967914438503;148;0 0 20 20 20 20 20 20 20 14 20 20 20 20 20 20 20 20 10;887
orangemeercat778;30;385;385;0;13 years 4 month 18 days;160;3.125;181;0 0 0 20 20 20 20 20 2 20 20 20 20 20 20 20 20 20 20 4 20 20 20 20 20 20 20 20 20 10;1090
beautifulpeacock223;14;224;224;0;12 years 5 month 0 days;149;3.3557046979865772;91;0 0 20 20 20 20 20 20 10 20 20 20 20 14;523
bigsnake896;24;337;337;0;11 years 11 month 7 days;143;3.4965034965034967;159;0 0 0 20 20 20 20 20 20 20 20 20 20 20 20 18 20 20 20 20 20 20 20 20;904
silverkoala212;33;335;335;0;9 years 0 month 6 days;108;4.62962962962963;138;0 0 0 0 20 20 12 20 20 20 20 20 20 20 20 10 20 20 20 20 20 20 20 19 20 20 20 20 20 20 20 20 4;816
ticklishmeercat933;14;247;247;0;20 years 10 month 21 days;250;2.0;144;0 20 20 20 20 20 20 20 20 20 20 20 20 7;969
smallzebra417;20;348;348;0;9 years 0 month 5 days;108;4.62962962962963;81;0 0 20 20 20 20 20 20 20 20 20 15 20 20 20 20 20 20 20 13;503
crazywolf476;16;261;261;0;10 years 1 month 14 days;121;4.132231404958677;96;0 0 20 20 20 20 20 20 4 20 20 20 20 20 20 17;549
orangebutterfly199;24;325;325;0;10 years 2 month 3 days;122;4.098360655737705;145;0 0 0 20 20 20 14 20 20 20 20 20 20 20 17 20 20 20 20 20 20 20 20 4;869
greenmeercat456;16;290;290;0;9 years 0 month 5 days;108;4.62962962962963;66;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 10;466
heavyfrog264;19;310;310;0;8 years 0 month 14 days;96;5.208333333333333;77;0 0 20 20 20 20 20 20 20 20 3 20 20 20 20 20 20 20 7;462
whitefrog484;20;348;348;0;6 years 4 month 23 days;76;6.578947368421052;75;0 0 20 20 20 20 20 20 20 20 15 20 20 20 20 20 20 20 20 13;482
purplekoala578;14;257;257;0;9 years 1 month 16 days;109;4.587155963302752;65;0 20 20 20 20 20 20 20 20 20 20 20 20 17;441
